Source;Accessible au public;Tarif;Accessibilite PMR;Indications de localisation;Type;Horaires d'ouverture;Relais bébé;coord_geo;osm_id;nom_de_la_commune;code_geogrephique_commune;nom_departement;code_geographique_departement
Openstreetmap;;;;;Toilettes publiques;;;48.8627324444383, 2.3346522805533;way/452685616;Paris;75056;Paris;75
Autres;;Gratuit;Oui;;TOILETTES;;Oui;48.83992843351192, 2.4407682089981737;;Paris;75056;Paris;75
Autres;;Gratuit;Oui;;SANISETTE;24 h / 24;;48.85162683107906, 2.3251801379515964;;Paris;75056;Paris;75
Autres;;Gratuit;Oui;;TOILETTES;;Non;48.844575826781394, 2.3876622985220606;;Paris;75056;Paris;75
Autres;;Gratuit;Oui;;SANISETTE;6 h - 22 h;;48.86517142314814, 2.2751581698302874;;Paris;75056;Paris;75
Autres;;Gratuit;Oui;;SANISETTE;24 h / 24;;48.87786391435843, 2.3812508300153157;;Paris;75056;Paris;75
Autres;;Gratuit;Non;;TOILETTES;;Non;48.84127764690941, 2.285555470451857;;Paris;75056;Paris;75
Autres;;Gratuit;Oui;;SANISETTE;6 h - 1 h;;48.85869214568334, 2.3839455513954175;;Paris;75056;Paris;75
Openstreetmap;;Gratuit;;;Toilettes publiques;;;48.876238699723, 2.3681844;node/11132828131;Paris;75056;Paris;75
Openstreetmap;;;;;Toilettes publiques;;;48.7329385997586, 2.3316746;node/11298777366;Wissous;91689;Essonne;91
Openstreetmap;;Gratuit;Non;Toilette Tour Eiffel;Toilettes publiques;;;48.8584293997274, 2.2957348;node/1168595158;Paris;75056;Paris;75
Openstreetmap;;Gratuit;Oui;;Toilettes publiques (Toilettes assises);;;48.8289773997347, 2.3280012;node/1369995319;Paris;75056;Paris;75
Openstreetmap;;Gratuit;Oui;;Toilettes publiques (Toilettes assises);;;48.8840231997211, 2.3042137;node/1369995841;Paris;75056;Paris;75
Openstreetmap;;Gratuit;Oui;;Toilettes publiques;;;48.8396420997321, 2.3617492;node/493340481;Paris;75056;Paris;75
Openstreetmap;;Gratuit;Oui;;Toilettes publiques (Toilettes assises);24/7;;48.8840735997211, 2.3534008;node/5267714925;Paris;75056;Paris;75
Openstreetmap;;Gratuit;;;Toilettes publiques;;;48.8915452997192, 2.3315758;node/5630307421;Paris;75056;Paris;75
Openstreetmap;;;Non;;Toilettes publiques;;;48.8512258997292, 2.3434424;node/5789655355;Paris;75056;Paris;75
Openstreetmap;;Gratuit;;;Toilettes publiques;;;48.989102699695, 2.2610211;node/624624583;Ermont;95219;Val-d'Oise;95
Openstreetmap;;;;;Toilettes publiques;;;48.977073899698, 2.0167198;node/6579623767;Triel-sur-Seine;78624;Yvelines;78
Openstreetmap;;;Non;Boui-Boui;Toilettes dans un bâtiment recevant du public;Mo-Sa 11:30-14:30,19:00-21:30;;48.8094107997396, 2.3285086;node/7855054314;Arcueil;94003;Val-de-Marne;94
Openstreetmap;;;;;Toilettes publiques;;;48.8648112997259, 2.5764773;node/9230044892;Gournay-sur-Marne;93033;Seine-Saint-Denis;93
Openstreetmap;;;;;Toilettes publiques;;;48.717750855811, 2.36709252105149;way/424487553;Paray-Vieille-Poste;91479;Essonne;91
Openstreetmap;;Gratuit;Oui;;Toilettes publiques;;;48.7979418250559, 2.35339166017167;way/993410185;Villejuif;94076;Val-de-Marne;94
Openstreetmap;Oui;Gratuit;;;Toilettes publiques;;;48.8055151997406, 2.4968445;node/1157804831;Saint-Maur-des-Fossés;94068;Val-de-Marne;94
Openstreetmap;Oui;Gratuit;Oui;;Toilettes publiques (Toilettes assises);;;48.839906599732, 2.3277394;node/5796005555;Paris;75056;Paris;75
Openstreetmap;Oui;Gratuit;Oui;;Toilettes publiques (Toilettes assises);;;48.8216211997366, 2.3758928;node/8121124450;Paris;75056;Paris;75
Openstreetmap;Oui;Gratuit;;;Toilettes publiques;;;48.8340554997393, 2.48425799999913;way/120417590;Nogent-sur-Marne;94052;Val-de-Marne;94
Openstreetmap;Oui;Gratuit;Non;;Toilettes publiques (Toilettes assises);;;48.5834883250657, 2.80615701462626;way/176175912;Champeaux;77082;Seine-et-Marne;77
Openstreetmap;;Gratuit;Non;;Toilettes publiques;;Oui;48.8193865561889, 2.31982483378094;way/758726321;Montrouge;92049;Hauts-de-Seine;92
Autres;;Gratuit;Oui;;TOILETTES;;Non;48.87669393738172, 2.3931583796208193;;Paris;75056;Paris;75
Autres;;Gratuit;Oui;;SANISETTE;6 h - 22 h;;48.858817494127436, 2.3893212202570355;;Paris;75056;Paris;75
Autres;;Gratuit;Oui;;SANISETTE;6 h - 22 h;;48.83257405441341, 2.3114191795653407;;Paris;75056;Paris;75
Autres;;Gratuit;Non;;TOILETTES;;Non;48.83197962734259, 2.3777156678661813;;Paris;75056;Paris;75
Openstreetmap;;Gratuit;Non;;Toilettes publiques;;;48.7962101997429, 2.3343824;node/10042412098;Cachan;94016;Val-de-Marne;94
Openstreetmap;;;;;Toilettes publiques;;;48.7036995997658, 2.0439235;node/10777397539;Chevreuse;78160;Yvelines;78
Openstreetmap;;Gratuit;Oui;;Toilettes publiques (Toilettes assises);;;48.8212401997366, 2.3690202;node/1369995269;Paris;75056;Paris;75
Openstreetmap;;;;Relais Total Des Oziers;Toilettes dans un bâtiment recevant du public;24/7;;49.0482407996804, 2.1329751;node/25210247;Saint-Ouen-l'Aumône;95572;Val-d'Oise;95
Openstreetmap;;;;;Toilettes publiques;;;48.7012459997664, 2.1324107;node/3378843551;Gif-sur-Yvette;91272;Essonne;91
Openstreetmap;;Gratuit;Oui;;Toilettes publiques;;Oui;49.0024352996917, 2.5850764;node/6538894203;Le Mesnil-Amelot;77291;Seine-et-Marne;77
Autres;;Gratuit;Oui;;SANISETTE;6 h - 22 h;;48.88068024151084, 2.400408793867481;;Paris;75056;Paris;75
Autres;;Gratuit;Oui;;SANISETTE;6 h - 22 h;;48.868918364703134, 2.340626395084106;;Paris;75056;Paris;75
Openstreetmap;;Gratuit;Oui;;Toilettes publiques;;;48.8355978997331, 2.3155753;node/1369995306;Paris;75056;Paris;75
Openstreetmap;;;Non;French Dodo;Toilettes dans un bâtiment recevant du public;;;48.8131799997386, 2.3197973;node/1512693745;Montrouge;92049;Hauts-de-Seine;92
Openstreetmap;;;;Corso;Toilettes dans un bâtiment recevant du public;Mo-Su 08:00-01:00;;48.8818764997216, 2.345345;node/2483387635;Paris;75056;Paris;75
Openstreetmap;;;Non;Chez Alphonse;Toilettes dans un bâtiment recevant du public;;;48.8267958997353, 2.3271211;node/2901750233;Paris;75056;Paris;75
Openstreetmap;;;Non;Le Baol;Toilettes dans un bâtiment recevant du public;;;48.811908199739, 2.3309866;node/3032392456;Arcueil;94003;Val-de-Marne;94
Openstreetmap;;Gratuit;Oui;;Toilettes publiques;;;48.8825401997215, 2.7089145;node/3574955093;Thorigny-sur-Marne;77464;Seine-et-Marne;77
Openstreetmap;;;;BP;Toilettes dans un bâtiment recevant du public;24/7;;48.6310820997838, 2.4173369;node/3893150830;Évry-Courcouronnes;91228;Essonne;91
Openstreetmap;;Gratuit;Oui;;Toilettes publiques (Toilettes assises);24/7;;48.8539774997285, 2.3697059;node/514430582;Paris;75056;Paris;75
Openstreetmap;;Gratuit;Oui;;Toilettes publiques;;;48.8568074997278, 2.3541182;node/529119012;Paris;75056;Paris;75
Openstreetmap;;Gratuit;Oui;;Toilettes publiques;;;48.8453219997307, 2.337745;node/549581636;Paris;75056;Paris;75
Openstreetmap;;;Oui;;Toilettes publiques;;;48.7534715997535, 2.5054076;node/6067233421;Boissy-Saint-Léger;94004;Val-de-Marne;94
Openstreetmap;;Gratuit;Oui;;Toilettes publiques;;;48.8700484997246, 2.3293463;node/689143311;Paris;75056;Paris;75
Openstreetmap;;Payant;Non;;Toilettes publiques;;;48.8475205997301, 2.3384242;node/765666860;Paris;75056;Paris;75
Openstreetmap;;;Non;Apu;Toilettes dans un bâtiment recevant du public;;;48.8725447997239, 2.3436645;node/7896760272;Paris;75056;Paris;75
Openstreetmap;;Gratuit;Non;;Toilettes publiques;;;48.8941507997186, 2.3862368;node/8224008317;Paris;75056;Paris;75
Openstreetmap;;;Oui;;Toilettes publiques;;;48.8826383465789, 2.48138777111647;way/1226535884;Rosny-sous-Bois;93064;Seine-Saint-Denis;93
Openstreetmap;;;;Centre commercial Okabé;Toilettes dans un bâtiment recevant du public;"Mo-Sa 08:30-22:00; Su 08:30-12:30";;48.8115743698363, 2.36286161810239;way/153989918;Le Kremlin-Bicêtre;94043;Val-de-Marne;94
Openstreetmap;;Gratuit;Oui;;Toilettes publiques;;;48.8187400881571, 2.36031235970394;way/62376396;Paris;75056;Paris;75
Openstreetmap;;;;;Toilettes publiques;;;48.9072950312157, 2.31592577985777;way/74474582;Clichy;92024;Hauts-de-Seine;92
Openstreetmap;;;Oui;;Toilettes publiques;;;48.7080033570404, 2.46263167039164;way/992439991;Montgeron;91421;Essonne;91
Autres;Oui;Gratuit;Oui;Station RER A - Nanterre - Prefecture - A proximité du point de vente - information;Toilette publique  RATP_x000D_;;;48.8971999, 2.222709;;Nanterre;92050;Hauts-de-Seine;92
Openstreetmap;Oui;Gratuit;Oui;;Toilettes publiques;;;48.8725354997239, 2.3265199;node/2392183455;Paris;75056;Paris;75
Openstreetmap;Oui;Gratuit;Oui;;Toilettes publiques;;;48.4451744998297, 2.6031789;node/3709730143;Barbizon;77022;Seine-et-Marne;77
Openstreetmap;Oui;;;;Toilettes publiques;;;48.7164054997627, 2.2520478;node/4682487335;Palaiseau;91477;Essonne;91
Openstreetmap;Oui;;;;Toilettes publiques;;;48.791530499744, 2.290861;node/6687458382;Fontenay-aux-Roses;92032;Hauts-de-Seine;92
Openstreetmap;Oui;Gratuit;Oui;;Toilettes publiques;;;48.8909256997194, 2.4076981;node/7160876719;Pantin;93055;Seine-Saint-Denis;93
Openstreetmap;Oui;Gratuit;Non;;Toilettes publiques;;;48.8629126997263, 2.3621408;node/9332169824;Paris;75056;Paris;75
Openstreetmap;Oui;Gratuit;Oui;;Toilettes publiques;;;49.0143683483906, 2.07905026811645;way/1003928817;Neuville-sur-Oise;95450;Val-d'Oise;95
Openstreetmap;;;Non;Toilette des filles;Toilettes publiques;;;48.8247078997358, 3.0909443;node/8804243793;Coulommiers;77131;Seine-et-Marne;77
Openstreetmap;;;;;Toilettes publiques;;;48.3366183942665, 2.73887763717125;way/1066073633;Montigny-sur-Loing;77312;Seine-et-Marne;77
Autres;;Gratuit;Oui;;SANISETTE;6 h - 1 h;;48.832342450203996, 2.330940750030439;;Paris;75056;Paris;75
Autres;;Gratuit;Oui;;SANISETTE;24 h / 24;;48.87109369397819, 2.3609842651800332;;Paris;75056;Paris;75
Autres;;Gratuit;Oui;;SANISETTE;6 h - 1 h;;48.84655068506885, 2.2847748196228532;;Paris;75056;Paris;75
Autres;;Gratuit;Oui;;SANISETTE;6 h - 22 h;;48.86231318303236, 2.350203080907766;;Paris;75056;Paris;75
Autres;;Gratuit;Oui;;SANISETTE;24 h / 24;;48.88231615020775, 2.3414329090125863;;Paris;75056;Paris;75
Openstreetmap;;;;Toilettes;Toilettes publiques;;;48.8111922997392, 3.0859415;node/10166887004;Coulommiers;77131;Seine-et-Marne;77
Openstreetmap;;;;Total;Toilettes dans un bâtiment recevant du public;24/7;;48.8381242997325, 2.5475313;node/1030058664;Noisy-le-Grand;93051;Seine-Saint-Denis;93
Openstreetmap;;;Non;Yummy Dooniz;Toilettes dans un bâtiment recevant du public;;;48.8081728997399, 2.3312997;node/10587851650;Arcueil;94003;Val-de-Marne;94
Openstreetmap;;;;;Toilettes publiques;;;48.8635966997261, 2.3838899;node/1369995732;Paris;75056;Paris;75
Openstreetmap;;Gratuit;Oui;;Toilettes publiques;;;48.8856654997207, 2.3275184;node/1369995880;Paris;75056;Paris;75
Openstreetmap;;Gratuit;Oui;;Toilettes publiques (Toilettes assises);;;48.8736764997237, 2.3897544;node/1369996104;Paris;75056;Paris;75
Openstreetmap;;Gratuit;Oui;;Toilettes publiques (Toilettes assises);;;48.8989739997174, 2.3867765;node/1369996150;Paris;75056;Paris;75
Openstreetmap;;Payant;Non;;Toilettes publiques;;;48.9618970997018, 2.8799445;node/1690337291;Meaux;77284;Seine-et-Marne;77
Openstreetmap;;Gratuit;Non;;Toilettes publiques;;;48.4273993998341, 2.0652506;node/1996904098;Chalo-Saint-Mars;91130;Essonne;91
Openstreetmap;;Gratuit;Oui;;Toilettes publiques;;;48.8303610997344, 2.3338419;node/2231076739;Paris;75056;Paris;75
Openstreetmap;;Gratuit;Oui;;Toilettes publiques;;Oui;48.92865499971, 2.1460518;node/2309321720;Montesson;78418;Yvelines;78
Openstreetmap;;;;Station BP Chat Blanc;Toilettes dans un bâtiment recevant du public;24/7;;48.7478851997548, 2.197054;node/25214815;Bièvres;91064;Essonne;91
Openstreetmap;;;;;Toilettes publiques;;;48.6931911997684, 2.2690874;node/2831490965;Saulx-les-Chartreux;91587;Essonne;91
Openstreetmap;;;;Le Hollywood;Toilettes dans un bâtiment recevant du public;;;48.8780329997226, 2.330031;node/2927449101;Paris;75056;Paris;75
Openstreetmap;;Gratuit;Oui;;Toilettes publiques;;;48.8488853997298, 2.3676323;node/2940765615;Paris;75056;Paris;75
Openstreetmap;;;;Relais Maurepas;Toilettes dans un bâtiment recevant du public;24/7;;48.7614167997515, 1.9454594;node/295444331;Maurepas;78383;Yvelines;78
Openstreetmap;;Gratuit;Oui;;Toilettes publiques;;;48.944956299706, 2.4315445;node/4922223996;Le Bourget;93013;Seine-Saint-Denis;93
Openstreetmap;;;;;Toilettes publiques;;;48.9430466997064, 2.428531;node/4922224034;Le Bourget;93013;Seine-Saint-Denis;93
Openstreetmap;;;Oui;;Toilettes dans un bâtiment recevant du public;24/7;;48.9396248997073, 2.2333586;node/5001418347;Argenteuil;95018;Val-d'Oise;95
Openstreetmap;;;Oui;Playin Paris BNF;Toilettes dans un bâtiment recevant du public;Mo-Fr 12:00-20:00 Sa 11:00-20:00;;48.8311959997342, 2.3757484;node/7972556754;Paris;75056;Paris;75
Openstreetmap;;;Non;Automne;Toilettes dans un bâtiment recevant du public;;;48.8547697997283, 2.3821392;node/8889320858;Paris;75056;Paris;75
Openstreetmap;;Gratuit;Oui;;Toilettes publiques;;;48.8781472997225, 2.3616482;node/916851482;Paris;75056;Paris;75
Openstreetmap;;;;;Toilettes publiques;;;48.4814207998207, 2.7140392;node/9986544373;Bois-le-Roi;77037;Seine-et-Marne;77
Openstreetmap;;;Oui;;Toilettes publiques;;;48.8919091422183, 2.23733059434298;way/1027093963;Puteaux;92062;Hauts-de-Seine;92
Openstreetmap;;;;;Toilettes publiques;;;48.8641889997342, 2.5721925000012;way/1089634325;Gournay-sur-Marne;93033;Seine-Saint-Denis;93
Openstreetmap;;;;;Toilettes publiques;;;48.8801048330584, 2.70654616666667;way/113252535;Lagny-sur-Marne;77243;Seine-et-Marne;77
Openstreetmap;;Gratuit;;;Toilettes publiques;;;48.5334865115496, 2.00746135248343;way/145734317;Dourdan;91200;Essonne;91
Openstreetmap;;;Oui;Champion;Toilettes dans un bâtiment recevant du public;;;49.1200482868799, 2.40224090597303;way/147418285;Luzarches;95352;Val-d'Oise;95
Openstreetmap;;Payant;Oui;;Toilettes publiques;;;48.8394757009117, 2.31733045438403;way/399959728;Paris;75056;Paris;75
Openstreetmap;;;;Au Bureau;Toilettes dans un bâtiment recevant du public;;;49.0261527371665, 2.10201290054162;way/799222924;Éragny;95218;Val-d'Oise;95
Autres;Oui;Gratuit;Oui;Station RER A - Noisy-le-Grand - Mont d'Est - Accès par la gare routière.;Toilette publique  RATP_x000D_;;;48.84082, 2.55154;;Noisy-le-Grand;93051;Seine-Saint-Denis;93
Openstreetmap;Oui;Gratuit;Non;;Toilettes publiques;;;48.8322442997339, 2.31952;node/10026861434;Paris;75056;Paris;75
Openstreetmap;Oui;;;;Toilettes publiques;;;48.3497017998531, 2.6061121;node/10678378899;Ury;77477;Seine-et-Marne;77
Openstreetmap;Oui;Gratuit;Oui;;Toilettes publiques;;;48.8615565997267, 2.0960747;node/1738607778;Marly-le-Roi;78372;Yvelines;78
Openstreetmap;Oui;Payant;Non;Place d'Arme/Avenue de Condé;Toilettes publiques (Toilettes assises);;;48.811978399739, 2.4744594;node/6005591509;Saint-Maur-des-Fossés;94068;Val-de-Marne;94
Openstreetmap;Oui;Gratuit;Oui;;Toilettes publiques (Toilettes assises);24/7;;48.8432429997312, 2.3507801;node/9659990027;Paris;75056;Paris;75
Openstreetmap;Oui;;;;Toilettes publiques;;;48.9032988375469, 1.61921795326437;way/133494081;Dammartin-en-Serve;78192;Yvelines;78
Openstreetmap;Oui;Gratuit;Oui;;Toilettes publiques (Toilettes assises);;;48.9181100160745, 2.31608606424986;way/627992414;Asnières-sur-Seine;92004;Hauts-de-Seine;92
Openstreetmap;;;;;Toilettes publiques;;;48.6937054997683, 2.4059399;node/4897656382;Draveil;91201;Essonne;91
Openstreetmap;Oui;;;;Toilettes publiques;;;49.0303556996848, 2.2284919;node/11512408363;Taverny;95607;Val-d'Oise;95
Autres;;Gratuit;Oui;;SANISETTE;24 h / 24;;48.864897215034844, 2.376082810937343;;Paris;75056;Paris;75
Autres;;Gratuit;Oui;;TOILETTES;;Non;48.8241625789515, 2.3398489381239456;;Paris;75056;Paris;75
Autres;;Gratuit;Oui;;SANISETTE;6 h - 22 h;;48.8364136146479, 2.3098231993138203;;Paris;75056;Paris;75
Autres;;Gratuit;Oui;;SANISETTE;6 h - 22 h;;48.85401989013739, 2.349398891032509;;Paris;75056;Paris;75
Autres;;Gratuit;Oui;;SANISETTE;24 h / 24;;48.840393317702414, 2.3612732635708946;;Paris;75056;Paris;75
Autres;;Gratuit;Oui;;SANISETTE;24 h / 24;;48.86968423943511, 2.3711605332637755;;Paris;75056;Paris;75
Autres;;Gratuit;Oui;;TOILETTES;;Non;48.89710457799063, 2.3358751801780677;;Paris;75056;Paris;75
Autres;;Gratuit;Oui;;SANISETTE;24 h / 24;;48.84175443253956, 2.337484628388965;;Paris;75056;Paris;75
Autres;;Gratuit;Oui;;SANISETTE;6 h - 1 h;;48.83963427904554, 2.361754666816277;;Paris;75056;Paris;75
Openstreetmap;;;;;Toilettes publiques;;;48.8222680997364, 2.4060421;node/10915921304;Charenton-le-Pont;94018;Val-de-Marne;94
Openstreetmap;;Gratuit;;;Toilettes publiques;;;48.8466381997304, 2.2363042;node/2101945124;Boulogne-Billancourt;92012;Hauts-de-Seine;92
Openstreetmap;;;Non;Gourmet de Montrouge;Toilettes dans un bâtiment recevant du public;;;48.8140340997384, 2.3169781;node/2357300095;Montrouge;92049;Hauts-de-Seine;92
Openstreetmap;;;Non;Tandoori House;Toilettes dans un bâtiment recevant du public;;;48.8209465997367, 2.3124908;node/2485073961;Montrouge;92049;Hauts-de-Seine;92
Openstreetmap;;Gratuit;Oui;;Toilettes publiques;;;48.8338002997335, 2.3625255;node/2942297704;Paris;75056;Paris;75
Openstreetmap;;;;Avia;Toilettes dans un bâtiment recevant du public;;;49.0878018996706, 2.4153329;node/417982572;Épinay-Champlâtreux;95214;Val-d'Oise;95
Openstreetmap;;;Oui;Comme promis;Toilettes dans un bâtiment recevant du public (Toilettes assises);;;48.8330389997337, 2.3694174;node/4382033390;Paris;75056;Paris;75
Openstreetmap;;;;;Toilettes publiques;;;48.7456454997554, 2.3852449;node/4663470709;Orly;94054;Val-de-Marne;94
Openstreetmap;;;;;Toilettes publiques;;;48.8744443997235, 2.3992856;node/6793596974;Paris;75056;Paris;75
Openstreetmap;;Payant;Oui;La Fab.;Toilettes dans un bâtiment recevant du public;Tu-Sa 11:00-19:00;;48.8314825997341, 2.3750604;node/7236588700;Paris;75056;Paris;75
Openstreetmap;;;;;Toilettes publiques;;;48.8195666997371, 2.3521553;node/8496720050;Paris;75056;Paris;75
Openstreetmap;;;Oui;;Toilettes publiques;;Oui;48.9504964054495, 2.2311854811855;way/1017803019;Argenteuil;95018;Val-d'Oise;95
Openstreetmap;;;;;Toilettes publiques;;;48.7816378825722, 2.00503717754293;way/63157500;Trappes;78621;Yvelines;78
Openstreetmap;;;;;Toilettes publiques;;;48.8554074997106, 2.31570172579335;way/725062226;Paris;75056;Paris;75
Openstreetmap;Oui;Gratuit;Oui;;Toilettes publiques (Toilettes assises);;;48.8636619997261, 2.3509604;node/1369995539;Paris;75056;Paris;75
Openstreetmap;Oui;Gratuit;Oui;;Toilettes publiques;;;48.8374149997326, 2.3535402;node/538972174;Paris;75056;Paris;75
Openstreetmap;Oui;Payant;Oui;Jeu de Paume;Toilettes dans un bâtiment recevant du public;"Tu 11:00-21:00; We-Su 11:00-19:00";;48.8658166041793, 2.3240836421361;way/54188994;Paris;75056;Paris;75
Openstreetmap;;Gratuit;Oui;;Toilettes publiques;;;48.9438799997062, 2.32117;node/9245848517;Villeneuve-la-Garenne;92078;Hauts-de-Seine;92
Autres;;Gratuit;Oui;;SANISETTE;6 h - 22 h;;48.82498851904087, 2.311279224235711;;Paris;75056;Paris;75
Autres;;Gratuit;Non;;TOILETTES;;Non;48.82858708787678, 2.349436628935091;;Paris;75056;Paris;75
Autres;;Gratuit;Oui;;SANISETTE;24 h / 24;;48.87541798841173, 2.315115171552712;;Paris;75056;Paris;75
Autres;;Gratuit;Oui;;TOILETTES;;Non;48.899535276543716, 2.338233272643201;;Paris;75056;Paris;75
Openstreetmap;;Gratuit;Non;;Toilettes publiques;;Oui;49.0019644996919, 2.5756122;node/10883135889;Le Mesnil-Amelot;77291;Seine-et-Marne;77
Openstreetmap;;;;Cimetière des Bulvis;Toilettes publiques;;;48.8645266997259, 2.178857;node/11549286896;Rueil-Malmaison;92063;Hauts-de-Seine;92
Openstreetmap;;Gratuit;Oui;;Toilettes publiques;;;48.872168699724, 2.4117201;node/11737225695;Paris;75056;Paris;75
Openstreetmap;;;;;Toilettes publiques;;;48.7449644997556, 2.0156969;node/1320345621;Magny-les-Hameaux;78356;Yvelines;78
Openstreetmap;;Gratuit;Oui;;Toilettes publiques (Toilettes assises);;;48.8872329997203, 2.3758386;node/1369996116;Paris;75056;Paris;75
Openstreetmap;;Gratuit;;;Toilettes publiques;;;48.8645314997259, 1.7951791;node/1776947481;Thoiry;78616;Yvelines;78
Openstreetmap;;Gratuit;Oui;;Toilettes publiques;;;48.1602550998992, 2.8828729;node/1863252195;Égreville;77168;Seine-et-Marne;77
Openstreetmap;;;;;Toilettes dans un bâtiment recevant du public;24/7;;48.7628658997511, 2.2779974;node/1867405805;Châtenay-Malabry;92019;Hauts-de-Seine;92
Openstreetmap;;;Non;Sakura Sushi;Toilettes dans un bâtiment recevant du public;;;48.8217082997365, 2.3135975;node/2485073991;Montrouge;92049;Hauts-de-Seine;92
Openstreetmap;;;;;Toilettes dans un bâtiment recevant du public;24/7;;49.0278213996854, 2.347044;node/25210801;Domont;95199;Val-d'Oise;95
Openstreetmap;;;;Total;Toilettes dans un bâtiment recevant du public;;;48.884189599721, 2.2703742;node/255003455;Neuilly-sur-Seine;92051;Hauts-de-Seine;92
Openstreetmap;;Gratuit;Oui;;Toilettes publiques;;;48.8593541997272, 2.3719793;node/3377533824;Paris;75056;Paris;75
Openstreetmap;;;;BP;Toilettes dans un bâtiment recevant du public;24/7;;48.8588974997273, 2.1456105;node/3699786751;La Celle-Saint-Cloud;78126;Yvelines;78
Openstreetmap;;;;;Toilettes publiques;;;48.9426255997066, 2.4250603;node/4949616734;Dugny;93030;Seine-Saint-Denis;93
Openstreetmap;;;Oui;L’At Home;Toilettes dans un bâtiment recevant du public;"Mo-Th 12:00-14:00, 19:00-21:00; Fr 12:00-14:00";;48.7095515997644, 2.1684855;node/5516786823;Gif-sur-Yvette;91272;Essonne;91
Openstreetmap;;Gratuit;Oui;;Toilettes publiques;;;48.8629055997263, 2.309512;node/6594894887;Paris;75056;Paris;75
Openstreetmap;;;Oui;Columbus Café & Co;Toilettes dans un bâtiment recevant du public;Mo-Sa 08:00-18:30;;48.8470566997303, 2.3413075;node/726579051;Paris;75056;Paris;75
Openstreetmap;;;;;Toilettes publiques;;;48.6762535997726, 2.1702437;node/9891083222;Saint-Jean-de-Beauregard;91560;Essonne;91
Openstreetmap;;;;;Toilettes publiques;;;48.6062788997899, 2.1898915;node/9976687326;Bruyères-le-Châtel;91115;Essonne;91
Openstreetmap;;;;Carrefour;Toilettes dans un bâtiment recevant du public;24/7;;48.6388144346425, 2.45842568462489;way/62765122;Étiolles;91225;Essonne;91
Openstreetmap;Oui;;Non;;Toilettes publiques;;;48.8814688997217, 1.9242639;node/11248772087;Crespières;78189;Yvelines;78
Openstreetmap;;;Oui;Fabio Salsa;Toilettes dans un bâtiment recevant du public;Mo-Sa 09:30-20:00;;48.626333899785, 1.8280064;node/11474168444;Rambouillet;78517;Yvelines;78
Openstreetmap;Oui;Payant;Oui;;Toilettes publiques;;;48.892495899719, 2.2401837;node/1355008382;Puteaux;92062;Hauts-de-Seine;92
Autres;;Gratuit;Oui;;SANISETTE;6 h - 22 h;;48.825507784271004, 2.304138725656121;;Paris;75056;Paris;75
Autres;;Gratuit;Non;;WC PUBLICS PERMANENTS;;;48.85420227463655, 2.3546443935860903;;Paris;75056;Paris;75
Autres;;Gratuit;Oui;;TOILETTES;;Non;48.8891700199823, 2.315372553156889;;Paris;75056;Paris;75
Autres;;Gratuit;Oui;;SANISETTE;24 h / 24;;48.8582009673634, 2.3497975940056186;;Paris;75056;Paris;75
Openstreetmap;;Gratuit;Oui;;Toilettes publiques;;;48.8610617997268, 2.298892;node/11902703410;Paris;75056;Paris;75
Openstreetmap;;Gratuit;Oui;;Toilettes publiques (Toilettes assises);;;48.8579670997275, 2.3465409;node/1369995541;Paris;75056;Paris;75
Openstreetmap;;Gratuit;Oui;;Toilettes publiques (Toilettes assises);;;48.8405213997319, 2.3920432;node/1369995636;Paris;75056;Paris;75
Openstreetmap;;;;BP;Toilettes dans un bâtiment recevant du public;"Mo-Fr 06:30-21:00; Sa, Su 08:00-20:30";;48.7772680997476, 2.3400435;node/1908612038;L'Haÿ-les-Roses;94038;Val-de-Marne;94
Openstreetmap;;;;;Toilettes publiques;;;48.884246599721, 2.2389226;node/228451856;Puteaux;92062;Hauts-de-Seine;92
Openstreetmap;;;;Total;Toilettes dans un bâtiment recevant du public;;;48.1917286998916, 2.7250722;node/2995645120;Souppes-sur-Loing;77458;Seine-et-Marne;77
Openstreetmap;;Gratuit;Oui;;Toilettes publiques (Toilettes assises);;;48.8465497997304, 2.284777;node/308113484;Paris;75056;Paris;75
Openstreetmap;;;;;Toilettes publiques;;;48.7360055997578, 2.2614979;node/3719875204;Massy;91377;Essonne;91
Openstreetmap;;;Non;Alessia;Toilettes dans un bâtiment recevant du public;;;48.80796399974, 2.3320279;node/5152499446;Arcueil;94003;Val-de-Marne;94
Openstreetmap;;;Oui;;Toilettes publiques;;;48.5861539997949, 2.2398926;node/6010506827;Arpajon;91021;Essonne;91
Openstreetmap;;;;;Toilettes publiques;;;48.9411470997069, 2.49888;node/606195589;Aulnay-sous-Bois;93005;Seine-Saint-Denis;93
Openstreetmap;;Payant;Non;;Toilettes publiques;;;48.8988638997174, 2.2750997;node/6314143077;Levallois-Perret;92044;Hauts-de-Seine;92
Openstreetmap;;;;Avia;Toilettes dans un bâtiment recevant du public;24/7;;48.7476218997549, 2.5099909;node/748713162;Boissy-Saint-Léger;94004;Val-de-Marne;94
Openstreetmap;;;;Tikiboom;Toilettes dans un bâtiment recevant du public;;;48.8518405997291, 2.334522;node/8121110453;Paris;75056;Paris;75
Openstreetmap;;;;BP;Toilettes dans un bâtiment recevant du public;24/7;;48.8821661997215, 2.2223727;node/887165191;Nanterre;92050;Hauts-de-Seine;92
